event_id,event,sensor,file_name,min,max
R18102300477432,random,ir069,R18102300477432_ir069_fi236_random_2018_0901_1231.npz,-54.78999710083008,-32.290000915527344
R18101704427555,random,ir069,R18101704427555_ir069_fi275_random_2018_0901_1231.npz,-68.6500015258789,-18.149999618530273
R18102323257603,random,ir069,R18102323257603_ir069_fi290_random_2018_0901_1231.npz,-54.599998474121094,-29.899999618530273
R18100312217988,random,ir069,R18100312217988_ir069_fi302_random_2018_0901_1231.npz,-46.279998779296875,-18.60999870300293
R18122720138317,random,ir069,R18122720138317_ir069_fi311_random_2018_0901_1231.npz,-62.459999084472656,-24.709999084472656
R18111816178335,random,ir069,R18111816178335_ir069_fi359_random_2018_0901_1231.npz,-57.529998779296875,-34.040000915527344
R18093015188115,random,ir069,R18093015188115_ir069_fi407_random_2018_0901_1231.npz,-58.96999740600586,-29.869998931884766
R18093015187349,random,ir069,R18093015187349_ir069_fi409_random_2018_0901_1231.npz,-76.8499984741211,-14.589999198913574
R18111611018478,random,ir069,R18111611018478_ir069_fi415_random_2018_0901_1231.npz,-50.04999923706055,-27.35999870300293
R18092118178117,random,ir069,R18092118178117_ir069_fi423_random_2018_0901_1231.npz,-60.54999923706055,-17.60999870300293
R18121713287472,random,ir069,R18121713287472_ir069_fi454_random_2018_0901_1231.npz,-54.5099983215332,-22.56999969482422
R18113013577849,random,ir069,R18113013577849_ir069_fi474_random_2018_0901_1231.npz,-56.189998626708984,-32.73999786376953
R18113013577831,random,ir069,R18113013577831_ir069_fi476_random_2018_0901_1231.npz,-45.0,-24.65999984741211
R18121201157429,random,ir069,R18121201157429_ir069_fi489_random_2018_0901_1231.npz,-35.31999969482422,-15.139999389648438
R18111703278378,random,ir069,R18111703278378_ir069_fi523_random_2018_0901_1231.npz,-52.61000061035156,-32.689998626708984
R18121021227383,random,ir069,R18121021227383_ir069_fi530_random_2018_0901_1231.npz,-56.029998779296875,-31.979999542236328
R18090407377381,random,ir069,R18090407377381_ir069_fi542_random_2018_0901_1231.npz,-81.93999481201172,-22.079999923706055
R18110308077244,random,ir069,R18110308077244_ir069_fi544_random_2018_0901_1231.npz,-51.36000061035156,-21.53999900817871
R18120418437377,random,ir069,R18120418437377_ir069_fi567_random_2018_0901_1231.npz,-57.72999954223633,-32.56999969482422
R18091608077890,random,ir069,R18091608077890_ir069_fi572_random_2018_0901_1231.npz,-56.86000061035156,-21.760000228881836
R18120608157396,random,ir069,R18120608157396_ir069_fi642_random_2018_0901_1231.npz,-51.30999755859375,-26.78999900817871
R18120711057832,random,ir069,R18120711057832_ir069_fi644_random_2018_0901_1231.npz,-47.709999084472656,-30.81999969482422
R18112514418139,random,ir069,R18112514418139_ir069_fi652_random_2018_0901_1231.npz,-53.23999786376953,-27.260000228881836
R18102912517788,random,ir069,R18102912517788_ir069_fi660_random_2018_0901_1231.npz,-27.85999870300293,-12.6899995803833
R18122704107898,random,ir069,R18122704107898_ir069_fi665_random_2018_0901_1231.npz,-52.16999816894531,-32.86000061035156
R18101523577526,random,ir069,R18101523577526_ir069_fi695_random_2018_0901_1231.npz,-56.459999084472656,-19.729999542236328
R18091714088614,random,ir069,R18091714088614_ir069_fi701_random_2018_0901_1231.npz,-40.0099983215332,-18.549999237060547
R18091714087760,random,ir069,R18091714087760_ir069_fi702_random_2018_0901_1231.npz,-71.79999542236328,-12.479999542236328
R18091714088166,random,ir069,R18091714088166_ir069_fi703_random_2018_0901_1231.npz,-59.43000030517578,-26.06999969482422
R18102912517522,random,ir069,R18102912517522_ir069_fi705_random_2018_0901_1231.npz,-50.79999923706055,-23.209999084472656
R18111908048456,random,ir069,R18111908048456_ir069_fi708_random_2018_0901_1231.npz,-48.61000061035156,-26.68000030517578
R18111517308031,random,ir069,R18111517308031_ir069_fi730_random_2018_0901_1231.npz,-63.80999755859375,-20.010000228881836
R18110723227443,random,ir069,R18110723227443_ir069_fi771_random_2018_0901_1231.npz,-80.27999877929688,-20.209999084472656
R18111506207979,random,ir069,R18111506207979_ir069_fi778_random_2018_0901_1231.npz,-43.459999084472656,-18.510000228881836
R18100604437944,random,ir069,R18100604437944_ir069_fi799_random_2018_0901_1231.npz,-73.04999542236328,-19.770000457763672
R18101205397723,random,ir069,R18101205397723_ir069_fi826_random_2018_0901_1231.npz,-52.59000015258789,-24.170000076293945
R18110720417477,random,ir069,R18110720417477_ir069_fi842_random_2018_0901_1231.npz,-77.54000091552734,-20.299999237060547
R18120705597776,random,ir069,R18120705597776_ir069_fi846_random_2018_0901_1231.npz,-49.25,-26.670000076293945
R18121901158401,random,ir069,R18121901158401_ir069_fi891_random_2018_0901_1231.npz,-53.709999084472656,-22.31999969482422
R18100607357369,random,ir069,R18100607357369_ir069_fi899_random_2018_0901_1231.npz,-56.71999740600586,-17.10999870300293
R18120601317532,random,ir069,R18120601317532_ir069_fi926_random_2018_0901_1231.npz,-53.349998474121094,-31.959999084472656
R18112203067436,random,ir069,R18112203067436_ir069_fi941_random_2018_0901_1231.npz,-56.779998779296875,-19.010000228881836
R18112203067429,random,ir069,R18112203067429_ir069_fi942_random_2018_0901_1231.npz,-57.099998474121094,-19.31999969482422
R18112203067383,random,ir069,R18112203067383_ir069_fi943_random_2018_0901_1231.npz,-53.72999954223633,-21.600000381469727
R18111904327255,random,ir069,R18111904327255_ir069_fi950_random_2018_0901_1231.npz,-39.04999923706055,-19.049999237060547
R18122300427356,random,ir069,R18122300427356_ir069_fi967_random_2018_0901_1231.npz,-61.09000015258789,-31.849998474121094
R18092308287841,random,ir069,R18092308287841_ir069_fi1002_random_2018_0901_1231.npz,-62.959999084472656,-26.809999465942383
R18120702477468,random,ir069,R18120702477468_ir069_fi1010_random_2018_0901_1231.npz,-52.06999969482422,-23.959999084472656
R18121221308373,random,ir069,R18121221308373_ir069_fi1014_random_2018_0901_1231.npz,-57.209999084472656,-23.639999389648438
R18090223037476,random,ir069,R18090223037476_ir069_fi1039_random_2018_0901_1231.npz,-64.91999816894531,-25.399999618530273
R18121916437440,random,ir069,R18121916437440_ir069_fi1053_random_2018_0901_1231.npz,-59.1099967956543,-23.1299991607666
R18121916437632,random,ir069,R18121916437632_ir069_fi1055_random_2018_0901_1231.npz,-57.12999725341797,-29.469999313354492
R18110713427546,random,ir069,R18110713427546_ir069_fi1074_random_2018_0901_1231.npz,-43.09000015258789,-21.28999900817871
R18091118107464,random,ir069,R18091118107464_ir069_fi1093_random_2018_0901_1231.npz,-75.68000030517578,-25.8799991607666
R18120200108333,random,ir069,R18120200108333_ir069_fi1124_random_2018_0901_1231.npz,-56.91999816894531,-18.520000457763672
R18101609507517,random,ir069,R18101609507517_ir069_fi1156_random_2018_0901_1231.npz,-64.62999725341797,-23.760000228881836
R18102911047569,random,ir069,R18102911047569_ir069_fi1214_random_2018_0901_1231.npz,-54.77000045776367,-33.290000915527344
R18091302027473,random,ir069,R18091302027473_ir069_fi1224_random_2018_0901_1231.npz,-74.27999877929688,-19.69999885559082
R18092607277981,random,ir069,R18092607277981_ir069_fi1250_random_2018_0901_1231.npz,-71.19999694824219,-23.139999389648438
R18110420117904,random,ir069,R18110420117904_ir069_fi1273_random_2018_0901_1231.npz,-44.63999938964844,-17.93000030517578
R18102923227871,random,ir069,R18102923227871_ir069_fi1286_random_2018_0901_1231.npz,-51.82999801635742,-26.729999542236328
R18111717137268,random,ir069,R18111717137268_ir069_fi1308_random_2018_0901_1231.npz,-48.47999954223633,-21.28999900817871
R18111723327722,random,ir069,R18111723327722_ir069_fi1335_random_2018_0901_1231.npz,-51.5,-23.10999870300293
R18102221117462,random,ir069,R18102221117462_ir069_fi1347_random_2018_0901_1231.npz,-55.21999740600586,-32.540000915527344
R18102419307741,random,ir069,R18102419307741_ir069_fi1354_random_2018_0901_1231.npz,-57.65999984741211,-32.09000015258789
R18120515037341,random,ir069,R18120515037341_ir069_fi1381_random_2018_0901_1231.npz,-52.77000045776367,-24.219999313354492
R18121616317961,random,ir069,R18121616317961_ir069_fi1388_random_2018_0901_1231.npz,-48.70000076293945,-21.43000030517578
R18102115007285,random,ir069,R18102115007285_ir069_fi1412_random_2018_0901_1231.npz,-61.7599983215332,-23.619998931884766
R18120914107283,random,ir069,R18120914107283_ir069_fi1420_random_2018_0901_1231.npz,-79.90999603271484,-12.09999942779541
R18120903217684,random,ir069,R18120903217684_ir069_fi1422_random_2018_0901_1231.npz,-59.09000015258789,-30.399999618530273
R18120903217404,random,ir069,R18120903217404_ir069_fi1428_random_2018_0901_1231.npz,-72.04000091552734,-21.889999389648438
R18110102007545,random,ir069,R18110102007545_ir069_fi1440_random_2018_0901_1231.npz,-75.5,-17.279998779296875
R18110413147601,random,ir069,R18110413147601_ir069_fi1449_random_2018_0901_1231.npz,-50.59000015258789,-15.199999809265137
R18092823167884,random,ir069,R18092823167884_ir069_fi1477_random_2018_0901_1231.npz,-31.149999618530273,-20.81999969482422
R18092823167218,random,ir069,R18092823167218_ir069_fi1483_random_2018_0901_1231.npz,-75.79000091552734,-15.9399995803833
R18111220397649,random,ir069,R18111220397649_ir069_fi1521_random_2018_0901_1231.npz,-62.04999923706055,-26.59000015258789
R18111214367418,random,ir069,R18111214367418_ir069_fi1531_random_2018_0901_1231.npz,-74.1500015258789,-23.90999984741211
R18101214127670,random,ir069,R18101214127670_ir069_fi1555_random_2018_0901_1231.npz,-49.29999923706055,-28.489999771118164
R18112319297460,random,ir069,R18112319297460_ir069_fi1630_random_2018_0901_1231.npz,-51.28999710083008,-22.469999313354492
R18101617387693,random,ir069,R18101617387693_ir069_fi1636_random_2018_0901_1231.npz,-50.709999084472656,-26.889999389648438
R18122504067407,random,ir069,R18122504067407_ir069_fi1659_random_2018_0901_1231.npz,-56.119998931884766,-19.100000381469727
R18121917157449,random,ir069,R18121917157449_ir069_fi1682_random_2018_0901_1231.npz,-59.459999084472656,-30.3799991607666
R18112104407504,random,ir069,R18112104407504_ir069_fi1700_random_2018_0901_1231.npz,-58.55999755859375,-39.32999801635742
R18111922488266,random,ir069,R18111922488266_ir069_fi1767_random_2018_0901_1231.npz,-46.849998474121094,-28.35999870300293
R18111708207381,random,ir069,R18111708207381_ir069_fi1779_random_2018_0901_1231.npz,-48.02000045776367,-28.68000030517578
R18111708207661,random,ir069,R18111708207661_ir069_fi1780_random_2018_0901_1231.npz,-49.61000061035156,-20.719999313354492
R18110421487298,random,ir069,R18110421487298_ir069_fi1800_random_2018_0901_1231.npz,-78.3699951171875,-26.829999923706055
R18112715467429,random,ir069,R18112715467429_ir069_fi1907_random_2018_0901_1231.npz,-61.53999710083008,-28.51999855041504
R18090109067846,random,ir069,R18090109067846_ir069_fi1926_random_2018_0901_1231.npz,-66.69999694824219,-26.469999313354492
R18101502487458,random,ir069,R18101502487458_ir069_fi1936_random_2018_0901_1231.npz,-75.27999877929688,-13.949999809265137
R18090809058265,random,ir069,R18090809058265_ir069_fi1938_random_2018_0901_1231.npz,-59.28999710083008,-29.6299991607666
R18090809057967,random,ir069,R18090809057967_ir069_fi1941_random_2018_0901_1231.npz,-72.98999786376953,-29.010000228881836
R18122710127650,random,ir069,R18122710127650_ir069_fi2014_random_2018_0901_1231.npz,-64.98999786376953,-32.099998474121094
R18112114587480,random,ir069,R18112114587480_ir069_fi2018_random_2018_0901_1231.npz,-62.0,-34.119998931884766
R18092920477398,random,ir069,R18092920477398_ir069_fi2074_random_2018_0901_1231.npz,-74.66999816894531,-11.880000114440918
R18111410597576,random,ir069,R18111410597576_ir069_fi2097_random_2018_0901_1231.npz,-42.89999771118164,-18.84000015258789
R18100412108096,random,ir069,R18100412108096_ir069_fi2108_random_2018_0901_1231.npz,-54.75,-24.78999900817871
R18121522317670,random,ir069,R18121522317670_ir069_fi2131_random_2018_0901_1231.npz,-43.81999969482422,-13.239999771118164
R18112410567993,random,ir069,R18112410567993_ir069_fi2150_random_2018_0901_1231.npz,-60.3599967956543,-22.969999313354492
R18112621497475,random,ir069,R18112621497475_ir069_fi2152_random_2018_0901_1231.npz,-64.80999755859375,-36.72999954223633
R18120420577695,random,ir069,R18120420577695_ir069_fi2158_random_2018_0901_1231.npz,-27.25,-17.19999885559082
R18092114077347,random,ir107,R18092114077347_ir107_fi4_random_2018_0901_1231.npz,-54.07999801635742,27.25
R18102701068214,random,ir107,R18102701068214_ir107_fi59_random_2018_0901_1231.npz,-43.93000030517578,4.289999961853027
R18121522317910,random,ir107,R18121522317910_ir107_fi61_random_2018_0901_1231.npz,-69.15999603271484,7.139999866485596
R18091211588117,random,ir107,R18091211588117_ir107_fi81_random_2018_0901_1231.npz,-56.25,16.489999771118164
R18120711557650,random,ir107,R18120711557650_ir107_fi92_random_2018_0901_1231.npz,-49.20000076293945,3.68999981880188
R18120914328144,random,ir107,R18120914328144_ir107_fi124_random_2018_0901_1231.npz,-49.97999954223633,3.1999998092651367
R18122317517935,random,ir107,R18122317517935_ir107_fi163_random_2018_0901_1231.npz,-44.0099983215332,9.039999961853027
R18100407228256,random,ir107,R18100407228256_ir107_fi209_random_2018_0901_1231.npz,-64.20999908447266,18.760000228881836
R18102300477432,random,ir107,R18102300477432_ir107_fi236_random_2018_0901_1231.npz,-52.63999938964844,-3.619999885559082
R18101704427555,random,ir107,R18101704427555_ir107_fi275_random_2018_0901_1231.npz,-63.81999969482422,23.279998779296875
R18102323257603,random,ir107,R18102323257603_ir107_fi290_random_2018_0901_1231.npz,-53.53999710083008,12.949999809265137
R18100312217988,random,ir107,R18100312217988_ir107_fi302_random_2018_0901_1231.npz,-36.96999740600586,19.479999542236328
R18122720138317,random,ir107,R18122720138317_ir107_fi311_random_2018_0901_1231.npz,-61.15999984741211,3.5
R18111816178335,random,ir107,R18111816178335_ir107_fi359_random_2018_0901_1231.npz,-54.65999984741211,0.19999998807907104
R18093015188115,random,ir107,R18093015188115_ir107_fi407_random_2018_0901_1231.npz,-58.2599983215332,16.56999969482422
R18093015187349,random,ir107,R18093015187349_ir107_fi409_random_2018_0901_1231.npz,-76.12999725341797,22.029998779296875
R18111611018478,random,ir107,R18111611018478_ir107_fi415_random_2018_0901_1231.npz,-47.53999710083008,1.7799999713897705
R18092118178117,random,ir107,R18092118178117_ir107_fi423_random_2018_0901_1231.npz,-56.599998474121094,27.079999923706055
R18121713287472,random,ir107,R18121713287472_ir107_fi454_random_2018_0901_1231.npz,-52.529998779296875,10.479999542236328
R18113013577849,random,ir107,R18113013577849_ir107_fi474_random_2018_0901_1231.npz,-55.43000030517578,-4.0
R18113013577831,random,ir107,R18113013577831_ir107_fi476_random_2018_0901_1231.npz,-39.959999084472656,11.989999771118164
R18121201157429,random,ir107,R18121201157429_ir107_fi489_random_2018_0901_1231.npz,-20.1299991607666,20.68000030517578
R18111703278378,random,ir107,R18111703278378_ir107_fi523_random_2018_0901_1231.npz,-49.79999923706055,-9.260000228881836
R18121021227383,random,ir107,R18121021227383_ir107_fi530_random_2018_0901_1231.npz,-53.81999969482422,23.459999084472656
R18090407377381,random,ir107,R18090407377381_ir107_fi542_random_2018_0901_1231.npz,-81.62999725341797,20.299999237060547
R18110308077244,random,ir107,R18110308077244_ir107_fi544_random_2018_0901_1231.npz,-44.62999725341797,21.78999900817871
R18120418437377,random,ir107,R18120418437377_ir107_fi567_random_2018_0901_1231.npz,-56.55999755859375,6.710000038146973
R18091608077890,random,ir107,R18091608077890_ir107_fi572_random_2018_0901_1231.npz,-54.15999984741211,17.489999771118164
R18120608157396,random,ir107,R18120608157396_ir107_fi642_random_2018_0901_1231.npz,-49.54999923706055,8.569999694824219
R18120711057832,random,ir107,R18120711057832_ir107_fi644_random_2018_0901_1231.npz,-42.040000915527344,-1.5799999237060547
R18112514418139,random,ir107,R18112514418139_ir107_fi652_random_2018_0901_1231.npz,-50.43000030517578,13.239999771118164
R18102912517788,random,ir107,R18102912517788_ir107_fi660_random_2018_0901_1231.npz,-14.949999809265137,17.56999969482422
R18122704107898,random,ir107,R18122704107898_ir107_fi665_random_2018_0901_1231.npz,-50.28999710083008,-4.039999961853027
R18101523577526,random,ir107,R18101523577526_ir107_fi695_random_2018_0901_1231.npz,-54.96999740600586,9.679999351501465
R18091714088614,random,ir107,R18091714088614_ir107_fi701_random_2018_0901_1231.npz,-30.889999389648438,22.809999465942383
R18091714087760,random,ir107,R18091714087760_ir107_fi702_random_2018_0901_1231.npz,-327.67999267578125,22.329999923706055
R18091714088166,random,ir107,R18091714088166_ir107_fi703_random_2018_0901_1231.npz,-57.97999954223633,23.56999969482422
R18102912517522,random,ir107,R18102912517522_ir107_fi705_random_2018_0901_1231.npz,-48.12999725341797,7.329999923706055
R18111908048456,random,ir107,R18111908048456_ir107_fi708_random_2018_0901_1231.npz,-40.290000915527344,-3.0
R18111517308031,random,ir107,R18111517308031_ir107_fi730_random_2018_0901_1231.npz,-63.189998626708984,-3.9499998092651367
R18110723227443,random,ir107,R18110723227443_ir107_fi771_random_2018_0901_1231.npz,-79.1199951171875,19.53999900817871
R18111506207979,random,ir107,R18111506207979_ir107_fi778_random_2018_0901_1231.npz,-41.779998779296875,1.0099999904632568
R18100604437944,random,ir107,R18100604437944_ir107_fi799_random_2018_0901_1231.npz,-72.44999694824219,18.049999237060547
R18101205397723,random,ir107,R18101205397723_ir107_fi826_random_2018_0901_1231.npz,-49.709999084472656,8.84999942779541
R18110720417477,random,ir107,R18110720417477_ir107_fi842_random_2018_0901_1231.npz,-76.04000091552734,23.399999618530273
R18120705597776,random,ir107,R18120705597776_ir107_fi846_random_2018_0901_1231.npz,-44.189998626708984,-1.6100000143051147
R18121901158401,random,ir107,R18121901158401_ir107_fi891_random_2018_0901_1231.npz,-49.86000061035156,1.4299999475479126
R18100607357369,random,ir107,R18100607357369_ir107_fi899_random_2018_0901_1231.npz,-46.98999786376953,23.969999313354492
R18120601317532,random,ir107,R18120601317532_ir107_fi926_random_2018_0901_1231.npz,-50.27000045776367,4.329999923706055
R18112203067436,random,ir107,R18112203067436_ir107_fi941_random_2018_0901_1231.npz,-53.13999938964844,15.429999351501465
R18112203067429,random,ir107,R18112203067429_ir107_fi942_random_2018_0901_1231.npz,-53.25,15.469999313354492
R18112203067383,random,ir107,R18112203067383_ir107_fi943_random_2018_0901_1231.npz,-52.84000015258789,10.469999313354492
R18111904327255,random,ir107,R18111904327255_ir107_fi950_random_2018_0901_1231.npz,-19.329999923706055,22.779998779296875
R18122300427356,random,ir107,R18122300427356_ir107_fi967_random_2018_0901_1231.npz,-60.32999801635742,8.9399995803833
R18092308287841,random,ir107,R18092308287841_ir107_fi1002_random_2018_0901_1231.npz,-61.65999984741211,18.94999885559082
R18120702477468,random,ir107,R18120702477468_ir107_fi1010_random_2018_0901_1231.npz,-50.959999084472656,1.8299999237060547
R18121221308373,random,ir107,R18121221308373_ir107_fi1014_random_2018_0901_1231.npz,-53.91999816894531,2.109999895095825
R18090223037476,random,ir107,R18090223037476_ir107_fi1039_random_2018_0901_1231.npz,-63.869998931884766,19.189998626708984
R18121916437440,random,ir107,R18121916437440_ir107_fi1053_random_2018_0901_1231.npz,-58.05999755859375,15.279999732971191
R18121916437632,random,ir107,R18121916437632_ir107_fi1055_random_2018_0901_1231.npz,-56.46999740600586,10.460000038146973
R18110713427546,random,ir107,R18110713427546_ir107_fi1074_random_2018_0901_1231.npz,-22.899999618530273,21.68000030517578
R18091118107464,random,ir107,R18091118107464_ir107_fi1093_random_2018_0901_1231.npz,-75.30999755859375,19.15999984741211
R18120200108333,random,ir107,R18120200108333_ir107_fi1124_random_2018_0901_1231.npz,-55.87999725341797,6.960000038146973
R18101609507517,random,ir107,R18101609507517_ir107_fi1156_random_2018_0901_1231.npz,-62.369998931884766,10.65999984741211
R18102911047569,random,ir107,R18102911047569_ir107_fi1214_random_2018_0901_1231.npz,-52.61000061035156,6.269999980926514
R18091302027473,random,ir107,R18091302027473_ir107_fi1224_random_2018_0901_1231.npz,-71.7699966430664,22.31999969482422
R18092607277981,random,ir107,R18092607277981_ir107_fi1250_random_2018_0901_1231.npz,-68.01000213623047,18.600000381469727
R18110420117904,random,ir107,R18110420117904_ir107_fi1273_random_2018_0901_1231.npz,-37.97999954223633,11.6899995803833
R18102923227871,random,ir107,R18102923227871_ir107_fi1286_random_2018_0901_1231.npz,-45.98999786376953,14.769999504089355
R18111717137268,random,ir107,R18111717137268_ir107_fi1308_random_2018_0901_1231.npz,-41.5,28.06999969482422
R18111723327722,random,ir107,R18111723327722_ir107_fi1335_random_2018_0901_1231.npz,-45.0099983215332,15.529999732971191
R18102221117462,random,ir107,R18102221117462_ir107_fi1347_random_2018_0901_1231.npz,-52.48999786376953,14.309999465942383
R18102419307741,random,ir107,R18102419307741_ir107_fi1354_random_2018_0901_1231.npz,-56.75,-9.59999942779541
R18120515037341,random,ir107,R18120515037341_ir107_fi1381_random_2018_0901_1231.npz,-50.37999725341797,17.219999313354492
R18121616317961,random,ir107,R18121616317961_ir107_fi1388_random_2018_0901_1231.npz,-45.89999771118164,9.479999542236328
R18102115007285,random,ir107,R18102115007285_ir107_fi1412_random_2018_0901_1231.npz,-56.47999954223633,19.510000228881836
R18120914107283,random,ir107,R18120914107283_ir107_fi1420_random_2018_0901_1231.npz,-77.97000122070312,19.219999313354492
R18120903217684,random,ir107,R18120903217684_ir107_fi1422_random_2018_0901_1231.npz,-56.14999771118164,-0.28999999165534973
R18120903217404,random,ir107,R18120903217404_ir107_fi1428_random_2018_0901_1231.npz,-71.83000183105469,12.429999351501465
R18110102007545,random,ir107,R18110102007545_ir107_fi1440_random_2018_0901_1231.npz,-75.9000015258789,10.239999771118164
R18110413147601,random,ir107,R18110413147601_ir107_fi1449_random_2018_0901_1231.npz,-46.97999954223633,16.34000015258789
R18092823167884,random,ir107,R18092823167884_ir107_fi1477_random_2018_0901_1231.npz,-8.210000038146973,21.309999465942383
R18092823167218,random,ir107,R18092823167218_ir107_fi1483_random_2018_0901_1231.npz,-72.26000213623047,28.34000015258789
R18111220397649,random,ir107,R18111220397649_ir107_fi1521_random_2018_0901_1231.npz,-61.3599967956543,8.220000267028809
R18111214367418,random,ir107,R18111214367418_ir107_fi1531_random_2018_0901_1231.npz,-71.3499984741211,20.94999885559082
R18101214127670,random,ir107,R18101214127670_ir107_fi1555_random_2018_0901_1231.npz,-45.40999984741211,17.59000015258789
R18112319297460,random,ir107,R18112319297460_ir107_fi1630_random_2018_0901_1231.npz,-47.7599983215332,19.270000457763672
R18101617387693,random,ir107,R18101617387693_ir107_fi1636_random_2018_0901_1231.npz,-48.0099983215332,25.40999984741211
R18122504067407,random,ir107,R18122504067407_ir107_fi1659_random_2018_0901_1231.npz,-55.44999694824219,8.75
R18121917157449,random,ir107,R18121917157449_ir107_fi1682_random_2018_0901_1231.npz,-58.5,4.519999980926514
R18112104407504,random,ir107,R18112104407504_ir107_fi1700_random_2018_0901_1231.npz,-56.599998474121094,-4.259999752044678
R18111922488266,random,ir107,R18111922488266_ir107_fi1767_random_2018_0901_1231.npz,-41.23999786376953,7.899999618530273
R18111708207381,random,ir107,R18111708207381_ir107_fi1779_random_2018_0901_1231.npz,-39.529998779296875,14.479999542236328
R18111708207661,random,ir107,R18111708207661_ir107_fi1780_random_2018_0901_1231.npz,-43.20000076293945,7.869999885559082
R18110421487298,random,ir107,R18110421487298_ir107_fi1800_random_2018_0901_1231.npz,-75.12999725341797,22.989999771118164
R18112715467429,random,ir107,R18112715467429_ir107_fi1907_random_2018_0901_1231.npz,-60.279998779296875,6.799999713897705
R18090109067846,random,ir107,R18090109067846_ir107_fi1926_random_2018_0901_1231.npz,-65.62999725341797,17.229999542236328
R18101502487458,random,ir107,R18101502487458_ir107_fi1936_random_2018_0901_1231.npz,-71.3699951171875,23.8799991607666
R18090809058265,random,ir107,R18090809058265_ir107_fi1938_random_2018_0901_1231.npz,-57.5099983215332,12.179999351501465
R18090809057967,random,ir107,R18090809057967_ir107_fi1941_random_2018_0901_1231.npz,-72.55999755859375,12.219999313354492
R18122710127650,random,ir107,R18122710127650_ir107_fi2014_random_2018_0901_1231.npz,-63.69999694824219,2.0
R18112114587480,random,ir107,R18112114587480_ir107_fi2018_random_2018_0901_1231.npz,-61.53999710083008,-3.619999885559082
R18092920477398,random,ir107,R18092920477398_ir107_fi2074_random_2018_0901_1231.npz,-71.86000061035156,31.76999855041504
R18111410597576,random,ir107,R18111410597576_ir107_fi2097_random_2018_0901_1231.npz,-39.369998931884766,12.039999961853027
R18100412108096,random,ir107,R18100412108096_ir107_fi2108_random_2018_0901_1231.npz,-52.72999954223633,4.110000133514404
R18121522317670,random,ir107,R18121522317670_ir107_fi2131_random_2018_0901_1231.npz,-41.779998779296875,14.34999942779541
R18112410567993,random,ir107,R18112410567993_ir107_fi2150_random_2018_0901_1231.npz,-59.48999786376953,1.1699999570846558
R18112621497475,random,ir107,R18112621497475_ir107_fi2152_random_2018_0901_1231.npz,-64.16999816894531,3.259999990463257
R18120420577695,random,ir107,R18120420577695_ir107_fi2158_random_2018_0901_1231.npz,-17.459999084472656,17.219999313354492
S834603,Flood,ir069,S834603_ir069_fi0_Flood_2019_0101_0630.npz,-34.64999771118164,-16.15999984741211
S830464,FlashFlood,ir069,S830464_ir069_fi2_FlashFlood_2019_0101_0630.npz,-84.41999816894531,-24.76999855041504
S818063,HeavyRain,ir069,S818063_ir069_fi14_HeavyRain_2019_0101_0630.npz,-48.81999969482422,-16.309999465942383
S812424,HeavyRain,ir069,S812424_ir069_fi16_HeavyRain_2019_0101_0630.npz,-57.97999954223633,-26.639999389648438
S835883,HeavyRain,ir069,S835883_ir069_fi17_HeavyRain_2019_0101_0630.npz,-68.70999908447266,-28.44999885559082
S816992,HeavyRain,ir069,S816992_ir069_fi26_HeavyRain_2019_0101_0630.npz,-37.91999816894531,-21.260000228881836
S815783,Flood,ir069,S815783_ir069_fi32_Flood_2019_0101_0630.npz,-45.43000030517578,-23.40999984741211
S831671,FlashFlood,ir069,S831671_ir069_fi41_FlashFlood_2019_0101_0630.npz,-74.06999969482422,-19.35999870300293
S841676,Flood,ir069,S841676_ir069_fi53_Flood_2019_0101_0630.npz,-75.54999542236328,-27.279998779296875
S813465,Flood,ir069,S813465_ir069_fi55_Flood_2019_0101_0630.npz,-43.5,-22.549999237060547
S799730,FlashFlood,ir069,S799730_ir069_fi58_FlashFlood_2019_0101_0630.npz,-64.86000061035156,-23.920000076293945
S830712,FlashFlood,ir069,S830712_ir069_fi60_FlashFlood_2019_0101_0630.npz,-48.46999740600586,-21.770000457763672
S834609,FlashFlood,ir069,S834609_ir069_fi72_FlashFlood_2019_0101_0630.npz,-68.68000030517578,-23.25
S840536,Flood,ir069,S840536_ir069_fi82_Flood_2019_0101_0630.npz,-74.77999877929688,-17.619998931884766
S818684,Flood,ir069,S818684_ir069_fi97_Flood_2019_0101_0630.npz,-56.93000030517578,-24.0
S826589,Flood,ir069,S826589_ir069_fi101_Flood_2019_0101_0630.npz,-79.77999877929688,-26.029998779296875
S818784,Flood,ir069,S818784_ir069_fi106_Flood_2019_0101_0630.npz,-71.47999572753906,-14.50999927520752
S797364,Flood,ir069,S797364_ir069_fi109_Flood_2019_0101_0630.npz,-64.6500015258789,-34.71999740600586
S809209,FlashFlood,ir069,S809209_ir069_fi115_FlashFlood_2019_0101_0630.npz,-49.209999084472656,-24.079999923706055
S793714,FlashFlood,ir069,S793714_ir069_fi119_FlashFlood_2019_0101_0630.npz,-56.16999816894531,-31.6299991607666
S818673,Flood,ir069,S818673_ir069_fi127_Flood_2019_0101_0630.npz,-67.6199951171875,-20.0
S813205,Flood,ir069,S813205_ir069_fi143_Flood_2019_0101_0630.npz,-52.459999084472656,-18.19999885559082
S853732,Flood,ir069,S853732_ir069_fi152_Flood_2019_0101_0630.npz,-75.6500015258789,-20.239999771118164
